pzv|passgr|Zon|view|probability|score
01941f33fd090ae5df8c95992c027862_z3_v56_|01941f33fd090ae5df8c95992c027862|Zone4|56|0.00|9.00
01941f33fd090ae5df8c95992c027862_z3_v8_|01941f33fd090ae5df8c95992c027862|Zone4|8|0.00|9.00
01941f33fd090ae5df8c95992c027862_z4_v24_|01941f33fd090ae5df8c95992c027862|Zone5|24|0.00|0.00
01941f33fd090ae5df8c95992c027862_z4_v40_|01941f33fd090ae5df8c95992c027862|Zone5|40|0.00|0.00
07d04f2ba71419b0d7228f2c50c14318_z3_v24_|07d04f2ba71419b0d7228f2c50c14318|Zone4|24|0.00|9.00
07d04f2ba71419b0d7228f2c50c14318_z3_v40_|07d04f2ba71419b0d7228f2c50c14318|Zone4|40|0.00|0.00
07d04f2ba71419b0d7228f2c50c14318_z3_v56_|07d04f2ba71419b0d7228f2c50c14318|Zone4|56|0.00|9.00
07d04f2ba71419b0d7228f2c50c14318_z3_v8_|07d04f2ba71419b0d7228f2c50c14318|Zone4|8|0.00|0.00
07d04f2ba71419b0d7228f2c50c14318_z4_v24_|07d04f2ba71419b0d7228f2c50c14318|Zone5|24|0.00|0.00
07d04f2ba71419b0d7228f2c50c14318_z4_v40_|07d04f2ba71419b0d7228f2c50c14318|Zone5|40|0.00|0.00
091cfe2e108e277d82497ee1307f424c_z3_v24_|091cfe2e108e277d82497ee1307f424c|Zone4|24|0.00|0.00
091cfe2e108e277d82497ee1307f424c_z3_v40_|091cfe2e108e277d82497ee1307f424c|Zone4|40|0.00|9.00
091cfe2e108e277d82497ee1307f424c_z3_v56_|091cfe2e108e277d82497ee1307f424c|Zone4|56|0.00|9.00
091cfe2e108e277d82497ee1307f424c_z3_v8_|091cfe2e108e277d82497ee1307f424c|Zone4|8|0.00|9.00
091cfe2e108e277d82497ee1307f424c_z4_v24_|091cfe2e108e277d82497ee1307f424c|Zone5|24|0.00|0.00
091cfe2e108e277d82497ee1307f424c_z4_v40_|091cfe2e108e277d82497ee1307f424c|Zone5|40|0.00|0.00
098f5cfcf6faefd3011a94719cb03dc5_z3_v24_|098f5cfcf6faefd3011a94719cb03dc5|Zone4|24|0.00|0.00
098f5cfcf6faefd3011a94719cb03dc5_z3_v40_|098f5cfcf6faefd3011a94719cb03dc5|Zone4|40|0.00|9.00
098f5cfcf6faefd3011a94719cb03dc5_z3_v56_|098f5cfcf6faefd3011a94719cb03dc5|Zone4|56|0.00|0.00
098f5cfcf6faefd3011a94719cb03dc5_z3_v8_|098f5cfcf6faefd3011a94719cb03dc5|Zone4|8|0.00|9.00
098f5cfcf6faefd3011a94719cb03dc5_z4_v24_|098f5cfcf6faefd3011a94719cb03dc5|Zone5|24|0.00|0.00
098f5cfcf6faefd3011a94719cb03dc5_z4_v40_|098f5cfcf6faefd3011a94719cb03dc5|Zone5|40|0.00|0.00
0ae548ce1d028459baf4a1d7dae807f3_z3_v24_|0ae548ce1d028459baf4a1d7dae807f3|Zone4|24|0.00|9.00
0ae548ce1d028459baf4a1d7dae807f3_z3_v40_|0ae548ce1d028459baf4a1d7dae807f3|Zone4|40|0.00|9.00
0ae548ce1d028459baf4a1d7dae807f3_z3_v56_|0ae548ce1d028459baf4a1d7dae807f3|Zone4|56|0.00|9.00
0ae548ce1d028459baf4a1d7dae807f3_z3_v8_|0ae548ce1d028459baf4a1d7dae807f3|Zone4|8|0.00|9.00
0ae548ce1d028459baf4a1d7dae807f3_z4_v24_|0ae548ce1d028459baf4a1d7dae807f3|Zone5|24|0.00|0.00
0ae548ce1d028459baf4a1d7dae807f3_z4_v40_|0ae548ce1d028459baf4a1d7dae807f3|Zone5|40|0.00|0.00
0bda1483163734578cfe5ea429347f03_z3_v40_|0bda1483163734578cfe5ea429347f03|Zone4|40|0.00|0.00
0bda1483163734578cfe5ea429347f03_z3_v8_|0bda1483163734578cfe5ea429347f03|Zone4|8|0.00|0.00
0bda1483163734578cfe5ea429347f03_z4_v24_|0bda1483163734578cfe5ea429347f03|Zone5|24|0.00|0.00
0bda1483163734578cfe5ea429347f03_z4_v40_|0bda1483163734578cfe5ea429347f03|Zone5|40|0.00|0.00
131894a9a9203782faac6fa3998621ec_z3_v24_|131894a9a9203782faac6fa3998621ec|Zone4|24|0.00|0.00
131894a9a9203782faac6fa3998621ec_z3_v40_|131894a9a9203782faac6fa3998621ec|Zone4|40|0.00|9.00
131894a9a9203782faac6fa3998621ec_z3_v56_|131894a9a9203782faac6fa3998621ec|Zone4|56|0.00|9.00
131894a9a9203782faac6fa3998621ec_z3_v8_|131894a9a9203782faac6fa3998621ec|Zone4|8|0.00|9.00
131894a9a9203782faac6fa3998621ec_z4_v24_|131894a9a9203782faac6fa3998621ec|Zone5|24|0.00|0.00
131894a9a9203782faac6fa3998621ec_z4_v40_|131894a9a9203782faac6fa3998621ec|Zone5|40|0.00|0.00
173b462364f19245aa90eca00b963d13_z3_v24_|173b462364f19245aa90eca00b963d13|Zone4|24|0.00|9.00
173b462364f19245aa90eca00b963d13_z3_v40_|173b462364f19245aa90eca00b963d13|Zone4|40|0.00|9.00
173b462364f19245aa90eca00b963d13_z3_v56_|173b462364f19245aa90eca00b963d13|Zone4|56|0.00|9.00
173b462364f19245aa90eca00b963d13_z3_v8_|173b462364f19245aa90eca00b963d13|Zone4|8|0.00|9.00
173b462364f19245aa90eca00b963d13_z4_v24_|173b462364f19245aa90eca00b963d13|Zone5|24|0.00|0.00
173b462364f19245aa90eca00b963d13_z4_v40_|173b462364f19245aa90eca00b963d13|Zone5|40|0.00|0.00
1d5dffa877e2d241e39fb155584adca0_z3_v24_|1d5dffa877e2d241e39fb155584adca0|Zone4|24|0.00|9.00
1d5dffa877e2d241e39fb155584adca0_z3_v40_|1d5dffa877e2d241e39fb155584adca0|Zone4|40|0.00|0.00
1d5dffa877e2d241e39fb155584adca0_z3_v56_|1d5dffa877e2d241e39fb155584adca0|Zone4|56|0.00|9.00
1d5dffa877e2d241e39fb155584adca0_z3_v8_|1d5dffa877e2d241e39fb155584adca0|Zone4|8|0.00|9.00
1d5dffa877e2d241e39fb155584adca0_z4_v24_|1d5dffa877e2d241e39fb155584adca0|Zone5|24|1.00|0.00
1d5dffa877e2d241e39fb155584adca0_z4_v40_|1d5dffa877e2d241e39fb155584adca0|Zone5|40|1.00|0.00
1dc315eff8b277c7aae1929f7495fa44_z3_v24_|1dc315eff8b277c7aae1929f7495fa44|Zone4|24|0.00|0.00
1dc315eff8b277c7aae1929f7495fa44_z3_v40_|1dc315eff8b277c7aae1929f7495fa44|Zone4|40|0.00|0.00
1dc315eff8b277c7aae1929f7495fa44_z3_v8_|1dc315eff8b277c7aae1929f7495fa44|Zone4|8|0.00|0.00
1dc315eff8b277c7aae1929f7495fa44_z4_v24_|1dc315eff8b277c7aae1929f7495fa44|Zone5|24|0.00|0.00
1dc315eff8b277c7aae1929f7495fa44_z4_v40_|1dc315eff8b277c7aae1929f7495fa44|Zone5|40|0.00|0.00
1e31ad799126d4dc9a7429ea750a1b1b_z3_v40_|1e31ad799126d4dc9a7429ea750a1b1b|Zone4|40|0.00|0.00
1e31ad799126d4dc9a7429ea750a1b1b_z4_v24_|1e31ad799126d4dc9a7429ea750a1b1b|Zone5|24|0.00|0.00
1e31ad799126d4dc9a7429ea750a1b1b_z4_v40_|1e31ad799126d4dc9a7429ea750a1b1b|Zone5|40|0.00|0.00
227c865074c91b6a1f51ee7b5e3b8eec_z0_v0_|227c865074c91b6a1f51ee7b5e3b8eec|Zone1|0|0.00|9.00
23bff5d4daf63345728d4cc6de176aa7_z3_v24_|23bff5d4daf63345728d4cc6de176aa7|Zone4|24|0.00|9.00
23bff5d4daf63345728d4cc6de176aa7_z3_v40_|23bff5d4daf63345728d4cc6de176aa7|Zone4|40|0.00|9.00
23bff5d4daf63345728d4cc6de176aa7_z3_v56_|23bff5d4daf63345728d4cc6de176aa7|Zone4|56|0.00|9.00
23bff5d4daf63345728d4cc6de176aa7_z3_v8_|23bff5d4daf63345728d4cc6de176aa7|Zone4|8|0.00|9.00
23bff5d4daf63345728d4cc6de176aa7_z4_v24_|23bff5d4daf63345728d4cc6de176aa7|Zone5|24|0.00|0.00
23bff5d4daf63345728d4cc6de176aa7_z4_v40_|23bff5d4daf63345728d4cc6de176aa7|Zone5|40|0.00|0.00
282fe959037fa4b3fabdfe2d533d95da_z3_v24_|282fe959037fa4b3fabdfe2d533d95da|Zone4|24|0.00|9.00
282fe959037fa4b3fabdfe2d533d95da_z3_v40_|282fe959037fa4b3fabdfe2d533d95da|Zone4|40|0.00|0.00
282fe959037fa4b3fabdfe2d533d95da_z3_v8_|282fe959037fa4b3fabdfe2d533d95da|Zone4|8|0.00|0.00
282fe959037fa4b3fabdfe2d533d95da_z4_v24_|282fe959037fa4b3fabdfe2d533d95da|Zone5|24|0.00|0.00
282fe959037fa4b3fabdfe2d533d95da_z4_v40_|282fe959037fa4b3fabdfe2d533d95da|Zone5|40|0.00|0.00
2872652fb050107f03868be2e3db645b_z3_v24_|2872652fb050107f03868be2e3db645b|Zone4|24|0.00|9.00
2872652fb050107f03868be2e3db645b_z3_v40_|2872652fb050107f03868be2e3db645b|Zone4|40|0.00|9.00
2872652fb050107f03868be2e3db645b_z3_v56_|2872652fb050107f03868be2e3db645b|Zone4|56|0.00|9.00
2872652fb050107f03868be2e3db645b_z3_v8_|2872652fb050107f03868be2e3db645b|Zone4|8|0.00|9.00
2872652fb050107f03868be2e3db645b_z4_v24_|2872652fb050107f03868be2e3db645b|Zone5|24|0.00|0.00
2872652fb050107f03868be2e3db645b_z4_v40_|2872652fb050107f03868be2e3db645b|Zone5|40|0.00|0.00
2ddf94a656b16182bdaaaf0155a561be_z0_v0_|2ddf94a656b16182bdaaaf0155a561be|Zone1|0|0.00|9.00
2fe50818cf314d93b93043f492bd13ce_z3_v24_|2fe50818cf314d93b93043f492bd13ce|Zone4|24|0.00|0.00
2fe50818cf314d93b93043f492bd13ce_z3_v40_|2fe50818cf314d93b93043f492bd13ce|Zone4|40|0.00|0.00
2fe50818cf314d93b93043f492bd13ce_z3_v8_|2fe50818cf314d93b93043f492bd13ce|Zone4|8|0.00|0.00
2fe50818cf314d93b93043f492bd13ce_z4_v24_|2fe50818cf314d93b93043f492bd13ce|Zone5|24|0.00|0.00
2fe50818cf314d93b93043f492bd13ce_z4_v40_|2fe50818cf314d93b93043f492bd13ce|Zone5|40|0.00|0.00
3bf17d0319d35ebb98fc8066ddedf276_z3_v24_|3bf17d0319d35ebb98fc8066ddedf276|Zone4|24|0.00|0.00
3bf17d0319d35ebb98fc8066ddedf276_z3_v40_|3bf17d0319d35ebb98fc8066ddedf276|Zone4|40|0.00|0.00
3bf17d0319d35ebb98fc8066ddedf276_z3_v56_|3bf17d0319d35ebb98fc8066ddedf276|Zone4|56|0.00|0.00
3bf17d0319d35ebb98fc8066ddedf276_z3_v8_|3bf17d0319d35ebb98fc8066ddedf276|Zone4|8|0.00|0.00
3bf17d0319d35ebb98fc8066ddedf276_z4_v24_|3bf17d0319d35ebb98fc8066ddedf276|Zone5|24|1.00|0.00
3bf17d0319d35ebb98fc8066ddedf276_z4_v40_|3bf17d0319d35ebb98fc8066ddedf276|Zone5|40|1.00|0.00
3da8c63bad87b7fe96f5a00747f37baa_z3_v24_|3da8c63bad87b7fe96f5a00747f37baa|Zone4|24|0.00|0.00
3da8c63bad87b7fe96f5a00747f37baa_z3_v40_|3da8c63bad87b7fe96f5a00747f37baa|Zone4|40|0.00|0.00
3da8c63bad87b7fe96f5a00747f37baa_z3_v8_|3da8c63bad87b7fe96f5a00747f37baa|Zone4|8|0.00|0.00
3da8c63bad87b7fe96f5a00747f37baa_z4_v24_|3da8c63bad87b7fe96f5a00747f37baa|Zone5|24|0.00|0.00
3da8c63bad87b7fe96f5a00747f37baa_z4_v40_|3da8c63bad87b7fe96f5a00747f37baa|Zone5|40|0.00|0.00
4710b3962e50f2b546b2bd67f2c142fb_z3_v24_|4710b3962e50f2b546b2bd67f2c142fb|Zone4|24|1.00|9.00
4710b3962e50f2b546b2bd67f2c142fb_z3_v40_|4710b3962e50f2b546b2bd67f2c142fb|Zone4|40|1.00|0.00
4710b3962e50f2b546b2bd67f2c142fb_z3_v56_|4710b3962e50f2b546b2bd67f2c142fb|Zone4|56|1.00|9.00
4710b3962e50f2b546b2bd67f2c142fb_z3_v8_|4710b3962e50f2b546b2bd67f2c142fb|Zone4|8|1.00|0.00
4710b3962e50f2b546b2bd67f2c142fb_z4_v24_|4710b3962e50f2b546b2bd67f2c142fb|Zone5|24|0.00|0.00
4710b3962e50f2b546b2bd67f2c142fb_z4_v40_|4710b3962e50f2b546b2bd67f2c142fb|Zone5|40|0.00|0.00
165b5c62911ad3158f2d2aed74f4a004_z0_v0_|165b5c62911ad3158f2d2aed74f4a004|Zone1|0|0.00|9.00
239ca19250385147d033bd627592c582_z1_v56_|239ca19250385147d033bd627592c582|Zone2|56|0.00|0.00
2dbf7c7d0ad9984ff13bc4230b934e9f_z14_v0_|2dbf7c7d0ad9984ff13bc4230b934e9f|Zone15|0|0.00|0.00
3204ba42f05e0839410721e0bb4ab892_z1_v56_|3204ba42f05e0839410721e0bb4ab892|Zone2|56|0.00|0.00
037024e4a7122e10546ebc41859c6833_z5_v32_|037024e4a7122e10546ebc41859c6833|Zone6|32|0.00|9.00
46b504b2e0160fa8332cffe1e8bfcaf7_z2_v0_|46b504b2e0160fa8332cffe1e8bfcaf7|Zone3|0|1.00|9.00
395fcd388faa7855b9a91db4dcb7d99a_z14_v32_|395fcd388faa7855b9a91db4dcb7d99a|Zone15|32|1.00|0.00
08daf3a6cdb4f5e1ad15cb2431ea419a_z5_v0_|08daf3a6cdb4f5e1ad15cb2431ea419a|Zone6|0|0.00|9.00
08daf3a6cdb4f5e1ad15cb2431ea419a_z6_v0_|08daf3a6cdb4f5e1ad15cb2431ea419a|Zone7|0|0.00|9.00
0322661ef29f9c81af295cf40f758469_z1_v24_|0322661ef29f9c81af295cf40f758469|Zone2|24|0.00|9.00
0322661ef29f9c81af295cf40f758469_z1_v56_|0322661ef29f9c81af295cf40f758469|Zone2|56|0.00|9.00
0322661ef29f9c81af295cf40f758469_z1_v8_|0322661ef29f9c81af295cf40f758469|Zone2|8|0.00|0.00
0a54f0d947f8fdc614d2a6031ecbb661_z1_v24_|0a54f0d947f8fdc614d2a6031ecbb661|Zone2|24|0.00|0.00
0a54f0d947f8fdc614d2a6031ecbb661_z1_v40_|0a54f0d947f8fdc614d2a6031ecbb661|Zone2|40|0.00|0.00
0a54f0d947f8fdc614d2a6031ecbb661_z1_v56_|0a54f0d947f8fdc614d2a6031ecbb661|Zone2|56|0.00|0.00
0a54f0d947f8fdc614d2a6031ecbb661_z1_v8_|0a54f0d947f8fdc614d2a6031ecbb661|Zone2|8|0.00|0.00
0b2e8050a0c115b873563399e7c86ad6_z1_v24_|0b2e8050a0c115b873563399e7c86ad6|Zone2|24|0.00|9.00
0b2e8050a0c115b873563399e7c86ad6_z1_v40_|0b2e8050a0c115b873563399e7c86ad6|Zone2|40|0.00|9.00
0b2e8050a0c115b873563399e7c86ad6_z1_v56_|0b2e8050a0c115b873563399e7c86ad6|Zone2|56|0.00|9.00
0b2e8050a0c115b873563399e7c86ad6_z1_v8_|0b2e8050a0c115b873563399e7c86ad6|Zone2|8|0.00|9.00
0fdad88d401b09d417ffbc490640d9e2_z1_v24_|0fdad88d401b09d417ffbc490640d9e2|Zone2|24|1.00|9.00
0fdad88d401b09d417ffbc490640d9e2_z1_v40_|0fdad88d401b09d417ffbc490640d9e2|Zone2|40|1.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z1_v56_|0fdad88d401b09d417ffbc490640d9e2|Zone2|56|1.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z1_v8_|0fdad88d401b09d417ffbc490640d9e2|Zone2|8|1.00|0.00
12513e1993b64e812a7178241b15fd3a_z1_v24_|12513e1993b64e812a7178241b15fd3a|Zone2|24|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z1_v40_|12513e1993b64e812a7178241b15fd3a|Zone2|40|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z1_v56_|12513e1993b64e812a7178241b15fd3a|Zone2|56|0.00|9.00
12513e1993b64e812a7178241b15fd3a_z1_v8_|12513e1993b64e812a7178241b15fd3a|Zone2|8|0.00|0.00
1563ad6be3a748453494848191d5e701_z1_v24_|1563ad6be3a748453494848191d5e701|Zone2|24|0.00|9.00
1563ad6be3a748453494848191d5e701_z1_v40_|1563ad6be3a748453494848191d5e701|Zone2|40|0.00|0.00
1563ad6be3a748453494848191d5e701_z1_v56_|1563ad6be3a748453494848191d5e701|Zone2|56|0.00|9.00
1563ad6be3a748453494848191d5e701_z1_v8_|1563ad6be3a748453494848191d5e701|Zone2|8|0.00|0.00
16eb63b55c0ab56b543fae2d988bdfcb_z1_v24_|16eb63b55c0ab56b543fae2d988bdfcb|Zone2|24|1.00|0.00
16eb63b55c0ab56b543fae2d988bdfcb_z1_v40_|16eb63b55c0ab56b543fae2d988bdfcb|Zone2|40|1.00|0.00
17281b53b9a17b1b5fe9ffefac82289f_z1_v24_|17281b53b9a17b1b5fe9ffefac82289f|Zone2|24|0.00|9.00
17281b53b9a17b1b5fe9ffefac82289f_z1_v40_|17281b53b9a17b1b5fe9ffefac82289f|Zone2|40|0.00|9.00
17281b53b9a17b1b5fe9ffefac82289f_z1_v56_|17281b53b9a17b1b5fe9ffefac82289f|Zone2|56|0.00|9.00
17281b53b9a17b1b5fe9ffefac82289f_z1_v8_|17281b53b9a17b1b5fe9ffefac82289f|Zone2|8|0.00|9.00
1f4b484a158b1af3c3ae19e10406647e_z1_v24_|1f4b484a158b1af3c3ae19e10406647e|Zone2|24|0.00|9.00
1f4b484a158b1af3c3ae19e10406647e_z1_v40_|1f4b484a158b1af3c3ae19e10406647e|Zone2|40|0.00|9.00
1f4b484a158b1af3c3ae19e10406647e_z1_v56_|1f4b484a158b1af3c3ae19e10406647e|Zone2|56|0.00|9.00
1f4b484a158b1af3c3ae19e10406647e_z1_v8_|1f4b484a158b1af3c3ae19e10406647e|Zone2|8|0.00|9.00
203048c0dd673ed912a09dbe0d82bcd4_z1_v24_|203048c0dd673ed912a09dbe0d82bcd4|Zone2|24|0.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z1_v40_|203048c0dd673ed912a09dbe0d82bcd4|Zone2|40|0.00|9.00
203048c0dd673ed912a09dbe0d82bcd4_z1_v56_|203048c0dd673ed912a09dbe0d82bcd4|Zone2|56|0.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z1_v8_|203048c0dd673ed912a09dbe0d82bcd4|Zone2|8|0.00|9.00
255061b8296ef90d2a885e55cbf63c7a_z1_v24_|255061b8296ef90d2a885e55cbf63c7a|Zone2|24|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z1_v40_|255061b8296ef90d2a885e55cbf63c7a|Zone2|40|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z1_v56_|255061b8296ef90d2a885e55cbf63c7a|Zone2|56|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z1_v8_|255061b8296ef90d2a885e55cbf63c7a|Zone2|8|0.00|9.00
26b9303a58996e740e54f67f3ec91fdd_z15_v0_|26b9303a58996e740e54f67f3ec91fdd|Zone16|0|0.00|0.00
26b9303a58996e740e54f67f3ec91fdd_z15_v32_|26b9303a58996e740e54f67f3ec91fdd|Zone16|32|0.00|0.00
27f74a39f143310891c9d014382e02c4_z1_v24_|27f74a39f143310891c9d014382e02c4|Zone2|24|0.00|9.00
27f74a39f143310891c9d014382e02c4_z1_v56_|27f74a39f143310891c9d014382e02c4|Zone2|56|0.00|9.00
2a8bd2653b76d9bb771adccd4037e17b_z1_v24_|2a8bd2653b76d9bb771adccd4037e17b|Zone2|24|0.00|0.00
2a8bd2653b76d9bb771adccd4037e17b_z1_v40_|2a8bd2653b76d9bb771adccd4037e17b|Zone2|40|0.00|0.00
2a8bd2653b76d9bb771adccd4037e17b_z1_v56_|2a8bd2653b76d9bb771adccd4037e17b|Zone2|56|0.00|9.00
2a8bd2653b76d9bb771adccd4037e17b_z1_v8_|2a8bd2653b76d9bb771adccd4037e17b|Zone2|8|0.00|0.00
2ddf94a656b16182bdaaaf0155a561be_z1_v24_|2ddf94a656b16182bdaaaf0155a561be|Zone2|24|1.00|9.00
2ddf94a656b16182bdaaaf0155a561be_z1_v40_|2ddf94a656b16182bdaaaf0155a561be|Zone2|40|1.00|9.00
2ddf94a656b16182bdaaaf0155a561be_z1_v56_|2ddf94a656b16182bdaaaf0155a561be|Zone2|56|1.00|9.00
2ddf94a656b16182bdaaaf0155a561be_z1_v8_|2ddf94a656b16182bdaaaf0155a561be|Zone2|8|1.00|9.00
2f5c066720d997f33453dc491141bc70_z1_v24_|2f5c066720d997f33453dc491141bc70|Zone2|24|0.00|9.00
2f5c066720d997f33453dc491141bc70_z1_v56_|2f5c066720d997f33453dc491141bc70|Zone2|56|0.00|9.00
333c64b18d7e64f0d53bf73cea1ab5ec_z1_v24_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone2|24|0.00|9.00
333c64b18d7e64f0d53bf73cea1ab5ec_z1_v40_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone2|40|0.00|0.00
333c64b18d7e64f0d53bf73cea1ab5ec_z1_v56_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone2|56|0.00|9.00
333c64b18d7e64f0d53bf73cea1ab5ec_z1_v8_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone2|8|0.00|9.00
346fc1c788ad7fb4da5a11f3bfb07d28_z1_v24_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone2|24|0.00|9.00
346fc1c788ad7fb4da5a11f3bfb07d28_z1_v40_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone2|40|0.00|9.00
346fc1c788ad7fb4da5a11f3bfb07d28_z1_v56_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone2|56|0.00|9.00
346fc1c788ad7fb4da5a11f3bfb07d28_z1_v8_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone2|8|0.00|9.00
366f12873367fcf4af617151a5f6daf5_z1_v24_|366f12873367fcf4af617151a5f6daf5|Zone2|24|0.00|9.00
366f12873367fcf4af617151a5f6daf5_z1_v40_|366f12873367fcf4af617151a5f6daf5|Zone2|40|0.00|0.00
366f12873367fcf4af617151a5f6daf5_z1_v56_|366f12873367fcf4af617151a5f6daf5|Zone2|56|0.00|0.00
366f12873367fcf4af617151a5f6daf5_z1_v8_|366f12873367fcf4af617151a5f6daf5|Zone2|8|0.00|0.00
3775a16c58aed83497088371766a8fb4_z1_v24_|3775a16c58aed83497088371766a8fb4|Zone2|24|1.00|9.00
3775a16c58aed83497088371766a8fb4_z1_v40_|3775a16c58aed83497088371766a8fb4|Zone2|40|1.00|9.00
3775a16c58aed83497088371766a8fb4_z1_v56_|3775a16c58aed83497088371766a8fb4|Zone2|56|1.00|9.00
3775a16c58aed83497088371766a8fb4_z1_v8_|3775a16c58aed83497088371766a8fb4|Zone2|8|1.00|9.00
3a465a563e191135c396ba0fb608a844_z1_v24_|3a465a563e191135c396ba0fb608a844|Zone2|24|0.00|0.00
3a465a563e191135c396ba0fb608a844_z1_v40_|3a465a563e191135c396ba0fb608a844|Zone2|40|0.00|0.00
3a465a563e191135c396ba0fb608a844_z1_v56_|3a465a563e191135c396ba0fb608a844|Zone2|56|0.00|0.00
3a465a563e191135c396ba0fb608a844_z1_v8_|3a465a563e191135c396ba0fb608a844|Zone2|8|0.00|9.00
413c6337a5b11c91f24c648c165b3f1a_z1_v24_|413c6337a5b11c91f24c648c165b3f1a|Zone2|24|0.00|0.00
413c6337a5b11c91f24c648c165b3f1a_z1_v40_|413c6337a5b11c91f24c648c165b3f1a|Zone2|40|0.00|9.00
413c6337a5b11c91f24c648c165b3f1a_z1_v56_|413c6337a5b11c91f24c648c165b3f1a|Zone2|56|0.00|0.00
413c6337a5b11c91f24c648c165b3f1a_z1_v8_|413c6337a5b11c91f24c648c165b3f1a|Zone2|8|0.00|9.00
41e8c2b5a890360b7814e5c6a2701784_z1_v24_|41e8c2b5a890360b7814e5c6a2701784|Zone2|24|0.00|9.00
41e8c2b5a890360b7814e5c6a2701784_z1_v40_|41e8c2b5a890360b7814e5c6a2701784|Zone2|40|0.00|9.00
41e8c2b5a890360b7814e5c6a2701784_z1_v56_|41e8c2b5a890360b7814e5c6a2701784|Zone2|56|0.00|0.00
41e8c2b5a890360b7814e5c6a2701784_z1_v8_|41e8c2b5a890360b7814e5c6a2701784|Zone2|8|0.00|9.00
41ed36bdc93a2ff5519c76f263ab1a88_z1_v24_|41ed36bdc93a2ff5519c76f263ab1a88|Zone2|24|0.00|0.00
41ed36bdc93a2ff5519c76f263ab1a88_z1_v40_|41ed36bdc93a2ff5519c76f263ab1a88|Zone2|40|0.00|0.00
41ed36bdc93a2ff5519c76f263ab1a88_z1_v56_|41ed36bdc93a2ff5519c76f263ab1a88|Zone2|56|0.00|9.00
41ed36bdc93a2ff5519c76f263ab1a88_z1_v8_|41ed36bdc93a2ff5519c76f263ab1a88|Zone2|8|0.00|9.00
1eb2501ae493867f637a9a3c08d4c17c_z0_v32_|1eb2501ae493867f637a9a3c08d4c17c|Zone1|32|0.00|9.00
3e5e4ede1b6a4ec767480b261336b1b5_z0_v32_|3e5e4ede1b6a4ec767480b261336b1b5|Zone1|32|0.00|9.00
0958be20b77ecd4b4e19d749a271b7bb_z6_v32_|0958be20b77ecd4b4e19d749a271b7bb|Zone7|32|0.00|9.00
0e08d031fc411f9679c7520e6f8ab4eb_z3_v24_|0e08d031fc411f9679c7520e6f8ab4eb|Zone4|24|0.00|0.00
0e08d031fc411f9679c7520e6f8ab4eb_z3_v40_|0e08d031fc411f9679c7520e6f8ab4eb|Zone4|40|0.00|9.00
0e08d031fc411f9679c7520e6f8ab4eb_z3_v8_|0e08d031fc411f9679c7520e6f8ab4eb|Zone4|8|0.00|9.00
0e08d031fc411f9679c7520e6f8ab4eb_z4_v24_|0e08d031fc411f9679c7520e6f8ab4eb|Zone5|24|0.00|0.00
0e08d031fc411f9679c7520e6f8ab4eb_z4_v40_|0e08d031fc411f9679c7520e6f8ab4eb|Zone5|40|0.00|0.00
101f6614e88de51d424770caa52669d9_z3_v24_|101f6614e88de51d424770caa52669d9|Zone4|24|0.00|9.00
101f6614e88de51d424770caa52669d9_z3_v40_|101f6614e88de51d424770caa52669d9|Zone4|40|0.00|9.00
101f6614e88de51d424770caa52669d9_z3_v8_|101f6614e88de51d424770caa52669d9|Zone4|8|0.00|9.00
101f6614e88de51d424770caa52669d9_z4_v24_|101f6614e88de51d424770caa52669d9|Zone5|24|0.00|0.00
101f6614e88de51d424770caa52669d9_z4_v40_|101f6614e88de51d424770caa52669d9|Zone5|40|0.00|0.00
19288e1c3e8faf7f3948a4e8f1848ae9_z3_v24_|19288e1c3e8faf7f3948a4e8f1848ae9|Zone4|24|0.00|0.00
19288e1c3e8faf7f3948a4e8f1848ae9_z3_v40_|19288e1c3e8faf7f3948a4e8f1848ae9|Zone4|40|0.00|0.00
19288e1c3e8faf7f3948a4e8f1848ae9_z3_v8_|19288e1c3e8faf7f3948a4e8f1848ae9|Zone4|8|0.00|0.00
19288e1c3e8faf7f3948a4e8f1848ae9_z4_v24_|19288e1c3e8faf7f3948a4e8f1848ae9|Zone5|24|0.00|0.00
19288e1c3e8faf7f3948a4e8f1848ae9_z4_v40_|19288e1c3e8faf7f3948a4e8f1848ae9|Zone5|40|0.00|0.00
1a10297e6c3101af33003e6c4f846f47_z3_v24_|1a10297e6c3101af33003e6c4f846f47|Zone4|24|0.00|0.00
